	 	 	 	 	Cat. Gen 	catenae in Genesim 	 	 	 				
	 	 	 	 	Cat. Gen. Coisl 	catenae in Genesim (collectio coisliniana) 	 	 	 				
	 	 	 	 	Cat. Gen. Sin 	Ex. Sin 	 	 	 				
	 	 	 	 	Cat. Ib 	catenae in Iob 	 	 	 				
	 	 	 	 	Cat. Ps 	Pal 	 	 	 				
CAT. $2	Cato	 III/II a. C. 	 	 scriptor rei rusticae latinus 	 	 	 	 	 				
	 	 	 	 	Agr 	de agricultura 	 	 	 				
CAT. $3	Catullus, C. Valerius	 I a. C. 	 	 poeta latinus 	 	 	 	 	 				
CEB.	Cebes	 I d. C. 	 	 philosophus 	 	 	 	 	 				
CELS.	Celsus	 I d. C. 	 	 medicus 	 	 	 	 	 				
	 	 	 	 	Fr 	Fragmentum 	 	 	 				
CELS. PHIL.	Celsus	 II d. C. 	 	 philosophus 	 	 	 	 	 				
CENS.	Censorinus	 III d. C. 	 	 grammaticus 	 	 	 	 	 				
	 	 	 	 	Fr 	Fragmenta 	 	 	 				
CEPHALIO	Cephalio	 	 	 historicus	 	 	 	 	 				
CEPHISOD.	Cephisodorus	 V/IV a. C. 	 	 comicus 	 	 	 	 	 				
CERC.	Cercidas	 III a. C. 	 	 iambographus 	 	 	 	 	 				
CERCIDEA	Cercidea	 heleníst. 	 		 	 	 	 	 				
CERCOP.	Cercopes	 	 	 poema epicum 	 	 	 	 	 				
CEREAL.	Cerealius	 I/II d. C. 	 	 epigrammaticus 	 	 	 	 	 				
CERTAMEN	Certamen Homeri et Hesiodi	 	 	 	 	 	 	 	 				
CHAEREMO	Chaeremo	 III a. C. 	 	 epigrammaticus	 	 	 	 	 				
CHAEREM. HIST.	Chaeremo	 I d. C. 	 	 historicus 	 	 	 	 	 				
CHAEREM.	Chaeremo	 IV a. C. 	 	 tragicus 	 	 	 	 	 				
CHAERIO	Chaerio	 II a. C. 	 	 comicus	 	 	 	 	 				
CHAERIS	Chaeris	 II a. C. 	 	 grammaticus	 	 	 	 	 				
CHAL.	Chalcidius	 II/IV d. C. 	 	 grammaticus 	 	 	 	 	 				
	 	 	 	 	Comm 	Commentarius in Platonis Timaeum 	 	 	 				
CHAMAEL.	Chamaeleo	 III a. C. 	 	 grammaticus 	 	 	 	 	 				
EPIST. CHAR.	Characteres epistolici	 IV a. C. 	 	 	 	 	 	 	 				
CHARAX	Charax	 II d. C. 	 	 historicus	 	 	 	 	 				
CHARES GRAMM.	Chares	 d. A. R. 	 	 grammaticus 	 	 	 	 	 				
CHARES	Chares	 IV a. C. 	 	 historicus	 	 	 	 	 				
CHARES IAMB.	Chares	 IV/III a. C. 	 	 iambographus 	 	 	 	 	 				
CHARICLID.	Chariclides	 III a. C. 	 	 comicus 	 	 	 	 	 				
CHARINUS	Charinus	 I a. C. 	 	 lyricus	 	 	 	 	 				
CHARIS.	Charisius	 IV d. C. 	 	 grammaticus latinus 	 	 	 	 	 				
CHARIS. $2	Charisius	 IV d. C. 	 	 iurisconsultus 	 	 	 	 	 				
CHAR.	Charisius Philadelphenus	 V d. C. 	 	 scriptor ecclesiasticus 	 	 	 	 	 				
	 	 	 	 	Libell 	Libellus 	 	 	 				
CHARITO	Charito	 I a. C. /	 	 scriptor eroticus	 	 	 	 	 				
CHARIXEN.	Charixenes	 II d. C. 	 	 medicus 	 	 	 	 	 				
CHARO LAMPS.	Charo Lampsacenus	 V a. C. 	 	 historicus 	 	 	 	 	 				
CHARO NAUCR.	Charo Naucratius	 IV a. C. 	 	 historicus 	 	 	 	 	 				
CHAROND.	Charondas	 VI a. C. 	 	 philosophus 	 	 	 	 	 				
CHERSIAS	Chersias	 	 	 epicus	 	 	 	 	 				
CHILO	Chilo	 VI a. C. 	 	 philosophus	 	 	 	 	 				
	 	 	 	 	Ep 	Epistula 	 	 	 				
CHIO HERACLEOTA	Chio Heracleota	 I a. C. 	 		 	 	 	 	 				
CHIONID.	Chionides	 V a. C. 	 	 comicus 	 	 	 	 	 				
CHOERIL. TRAG.	Choerilus	 VI a. C. 	 	 tragicus 	 	 	 	 	 				
CHOERILUS IASIUS	Choerilus Iasius	 IV a. C. 	 	 epicus	 	 	 	 	 				
CHOERIL.	Choerilus Samius	 V a. C. 	 	 epicus 	 	 	 	 	 				
CHOEROB.	Choeroboscus	 VIII/	 	 grammaticus 	 	 	 	 	 				
	 	 	 	 	in Heph 	in Hephaestionem 	 	 	 				
	 	 	 	 	in Theod 	in Theodosii canones 	 	 	 				
	 	 	 	 	Rh 	de figuris 	 	 	 				
CHOR.	Choricius	 VI d. C. 	 	 rhetor 	 	 	 	 	 				
	 	 	 	 	Decl 	Declamationes 	 	 	 				
	 	 	 	 	Dial 	Dialexeis 	 	 	 				
	 	 	 	 	Fr 	Fragmenta 	 	 	 				
	 	 	 	 	Or 	Orationes 	 	 	 				
CHRESTUS ROMANUS	Chrestus Romanus	 IV d. C. 	 	 historicus	 	 	 	 	 				
CHRISTOD.	Christodorus Coptites	 V/VI d. C. 	 	 historicus et poeta 	 	 	 	 	 				
	 	 	 	 	Fr. Hist 	Fragmenta historica 	 	 	 				
CHR. PAT.	Christus patiens	 	 	 	 	 	 	 	 				
CHRON. ALEX.	Chronicum Alexandrinum	 IV d. C. 	 	 	 	 	 	 	 				
CHRONICUM ROMANUM	Chronicum Romanum	 I d. C. 	 		 	 	 	 	 				
CHRYSERMUS	Chrysermus	 I/II d. C. 	 	 historicus	 	 	 	 	 				
CHRYSERUS	Chryserus	 II d. C. 	 	 historicus	 	 	 	 	 				
CHRYSIPPUS	Chrysippus	 III a. C. 	 	 comicus	 	 	 	 	 				
CHRYSIPP. HIST.	Chrysippus	 a. Plu. 	 	 historicus 	 	 	 	 	 				
CHRYSIPP.	Chrysippus	 III a. C. 	 	 stoicus 	 	 	 	 	 				
	 	 	 	 	Log 	Quaestiones logicae 	 	 	 				
	 	 	 	 	Prou 	de prouidentia liber secundus 	 	 	 				
CHRY. HIE.	Chrysippus Hierosolymitanus	 V d. C. 	 	 presbyter 	 	 	 	 	 				
	 	 	 	 	Enc. in M 	Encomium in Mariam Deiparam 	 	 	 				
	 	 	 	 	Enc. in Mich 	Encomium in Michaelem archangelum 	 	 	 				
	 	 	 	 	Enc. in Thdr 	Encomium in Theodorum 	 	 	 				
	 	 	 	 	Enc. Io. B 	Encomium in Iohannem Baptistam 	 	 	 				
CHRYSIPP. TYAN.	Chrysippus Tyanensis	 I d. C. 	 	 rei coquinariae scriptor 	 	 	 	 	 				
CHRYSOGONUS	Chrysogonus	 V a. C. 	 	 comicus	 	 	 	 	 				
CHRYS.	Chrysostomus, Iohannes	 IV/V d. C. 	 	 	 	 	 	 	 				
	 	 	 	 	Anom 	contra anomoeos 	 	 	 				
	 	 	 	 	Bapt. Tent 	in Baptismum et Tentationem 	 	 	 				
	 	 	 	 	Catech. Illum 	catecheses ad illuminandos 	 	 	 				
	 	 	 	 	Educ. Lib 	de educandis liberis 	 	 	 				
	 	 	 	 	Ep. Thdr 	Epistula ad Theodorum 	 	 	 				
	 	 	 	 	Thdr 	ad Theodorum lapsum libri 	 	 	 				
	 	 	 	 	Epiph 	de epiphania 	 	 	 				
	 	 	 	 	Fem. Reg 	quod regulares feminae uiris cohabitare non debeant 	 	 	 				
	 	 	 	 	Subintr 	contra eos qui subintroductas habent uirgines 	 	 	 				
	 	 	 	 	Fr. Ier 	Fragmentum in Ieremiam 	 	 	 				
	 	 	 	 	Hom. Oz 	Homiliae 	 	 	 				
	 	 	 	 	Hom. Ps 	Homiliae Pseudo-Chrysostomicae 	 	 	 				
	 	 	 	 	in cat. Petr 	in catenas S. Petri 	 	 	 				
	 	 	 	 	in Eccl 	in Ecclesiasten 	 	 	 				
	 	 	 	 	Incomprehens 	de incomprehensibili dei natura 	 	 	 				
	 	 	 	 	Is. interp 	Interpretatio in Isaiam 	 	 	 				
	 	 	 	 	Laed 	quod nemo laeditur nisi a se ipso 	 	 	 				
	 	 	 	 	Laud. Paul 	de laudibus Pauli 	 	 	 				
	 	 	 	 	Laud. Thecl 	Fragmentum laudationis Theclae 	 	 	 				
	 	 	 	 	Nat 	de natiuitate 	 	 	 				
	 	 	 	 	Nat. Christ 	in natiuitatem Christi 	 	 	 				
	 	 	 	 	Ordin 	Sermo cum presbyter fuit ordinatus 	 	 	 				
	 	 	 	 	Pan. Polyc 	Fragmenta ex panegyrico in Polycarpum 	 	 	 				
	 	 	 	 	Poenit. can 	Canones poenitentiales 	 	 	 				
	 	 	 	 	Regr 	de regressu 	 	 	 				
	 	 	 	 	Res 	Homilia in resurrectionem Domini 	 	 	 				
	 	 	 	 	Sac 	de sacerdotio 	 	 	 				
	 	 	 	 	Scand 	ad eos qui scandalizati sunt 	 	 	 				
	 	 	 	 	Serm. Ascens 	Sermones in Ascensionem 	 	 	 				
	 	 	 	 	Serm. Pasch 	Sermo in Pascha 	 	 	 				
	 	 	 	 	Serm. Gen 	Sermones in Genesim 	 	 	 				
	 	 	 	 	Temp 	de temperantia 	 	 	 				
	 	 	 	 	Thom 	in sanctum Thomam et in oeconomiam domini nostri 	 	 	 				
	 	 	 	 	Vid 	ad uiduam iuniorem 	 	 	 				
	 	 	 	 	Virg 	de uirginitate 	 	 	 				
	 	 	 	 	Transfig 	in transfigurationem 	 	 	 				
CIC.	Cicero, Marcus Tullius	 I a. C. 	 	 orator et philosophus 	 	 	 	 	 				
	 	 	 	 	Acad 	Academici 	 	 	 				
	 	 	 	 	Arat 	Arati Phaenomena 	 	 	 				
	 	 	 	 	Att 	Epistulae ad Atticum 	 	 	 				
	 	 	 	 	Brut 	Brutus 	 	 	 				
	 	 	 	 	Cael 	pro Caelio 	 	 	 				
	 	 	 	 	Diu 	de diuinatione 	 	 	 				
	 	 	 	 	Ep. Brut 	Epistulae ad M. Brutum 	 	 	 				
	 	 	 	 	Ep. Fr 	Fragmenta epistularum 	 	 	 				
	 	 	 	 	QF 	Epistulae ad Quintum fratrem 	 	 	 				
	 	 	 	 	Fam 	Epistulae familiares 	 	 	 				
	 	 	 	 	Fin 	de finibus 	 	 	 				
	 	 	 	 	Off 	de officiis 	 	 	 				
	 	 	 	 	Orat 	Orator 	 	 	 				
	 	 	 	 	Phil 	Philippicae 	 	 	 				
	 	 	 	 	Pis 	in Pisonem 	 	 	 				
	 	 	 	 	Rab. Post 	pro C. Rabirio Postumo 	 	 	 				
	 	 	 	 	Resp 	de respublica 	 	 	 				
	 	 	 	 	Sest 	pro Sestio 	 	 	 				
	 	 	 	 	Top 	Topica 	 	 	 				
	 	 	 	 	Tusc 	Tusculanae 	 	 	 				
	 	 	 	 	Verr 	in Verrem (actio prima, actio secunda) 	 	 	 				
CILLACTOR	Cillactor	 	 		 	 	 	 	 				
CINAETHO	Cinaetho	 VII/	 	 epicus	 	 	 	 	 				
CINCIUS ALIMENTUS, LUCIUS	Cincius Alimentus, Lucius	 I a. C. 	 	 historicus	 	 	 	 	 				
CINEAS	Cineas	 IV/III a. C. 	 	 historicus	 	 	 	 	 				
CIN. LYR.	Cinesias	 V a. C. 	 	 lyricus 	 	 	 	 	 				
CINNA, HELUIUS	Cinna, Heluius	 I a. C. 	 	 poeta latinus	 	 	 	 	 				
CLAUDIANUS	Claudianus	 V d. C. 	 	 epigrammaticus	 	 	 	 	 				
CLAUDIAN.	Claudianus Alexandrinus, Claudius	 IV/V d. C. 	 	 	 	 	 	 	 				
	 	 	 	 	Gig 	Gigantomachia 	 	 	 				
CLAU. AP.	Claudius Apollinarius	 II d. C. 	 	 scriptor ecclesiasticus 	 	 	 	 	 				
	 	 	 	 	Fr. Pasch 	Fragmenta de Paschate 	 	 	 				
CLAUD. CASIL.	Claudius Casilo	 	 	 lexicographus 	 	 	 	 	 				
CLAUD. IOL.	Claudius Iolaus	 I d. C. 	 	 historicus 	 	 	 	 	 				
CLEAENET.	Cleaenetus	 IV a. C. 	 	 tragicus 	 	 	 	 	 				
CLEANTH.	Cleanthes	 IV/III a. C. 	 	 stoicus 	 	 	 	 	 				
	 	 	 	 	Fr. Poet 	Fragmenta poetica 	 	 	 				
CLEARCH. COM.	Clearchus	 IV a. C. 	 	 comicus 	 	 	 	 	 				
CLEARCH.	Clearchus	 IV/III a. C. 	 	 philosophus 	 	 	 	 	 				
CLEM. AL.	Clemens Alexandrinus	 II/III d. C. 	 	 theologus 	 	 	 	 	 				
	 	 	 	 	Ecl 	Eclogae 	 	 	 				
	 	 	 	 	Ex. Thdot 	Excerpta ex Theodoto 	 	 	 				
	 	 	 	 	Fr 	Fragmenta 	 	 	 				
	 	 	 	 	Paed 	Paedagogus 	 	 	 				
	 	 	 	 	Paed. Hymn 	Hymnus 	 	 	 				
	 	 	 	 	Prot 	Protrepticus 	 	 	 				
	 	 	 	 	QDS 	quis diues saluetur 	 	 	 				
	 	 	 	 	Strom 	Stromateis 	 	 	 				
	 	 	 	 	Sch 	 Scholia 	 	 	 				
EP. CLEM.	Clemens Romanus	 I d. C. 	 	 scriptor ecclesiasticus 	 	 	 	 	 				
	 	 	 	 	Ep. Clem 	Epistulae Clementis 	 	 	 				
	 	 	 	 	Ep. Clem. Virg 	Epistulae duae de virginitate 	 	 	 				
CLEMENTINA	Clementina	 	 		 	 	 	 	 				
	 	 	 	 	Clem. Contest 	Contestatio pro iis qui librum accipiunt 	 	 	 				
	 	 	 	 	Clem. Ep 	Epistula Clementis 	 	 	 				
	 	 	 	 	Clem. Ep. Petr 	Epistula Petri ad Iacobum 	 	 	 				
	 	 	 	 	Hom. Clem 	Homiliae Clementinae 	 	 	 				
	 	 	 	 	Clem. Recogn 	Recognitiones Clementinae 	 	 	 				
CLEO SIC.	Cleo Siculus	 IV a. C. ?	 	 lyricus et epicus 	 	 	 	 	 				
	 	 	 	 	 Sch 	 Scholia 	 	 	 				
CLEOBULINA	Cleobulina	 VI a. C. 	 	 lyrica	 	 	 	 	 				
CLEOBUL.	Cleobulus	 VI a. C. 	 	 philosophus 	 	 	 	 	 				
	 	 	 	 	Ep 	Epistula 	 	 	 				
CLEODEMUS	Cleodemus	 a. I a. C. 	 	 historicus	 	 	 	 	 				
CLEOMACHUS	Cleomachus	 heleníst. 	 	 lyricus	 	 	 	 	 				
CLEOM.	Cleomedes	 II d. C. 	 	 astronomus 	 	 	 	 	 				
CLEOM. LYR.	Cleomenes	 V a. C. ?	 	 lyricus 	 	 	 	 	 				
CLEOMENES REX SPARTANORUM	Cleomenes rex Spartanorum	 III a. C. 	 	 historicus	 	 	 	 	 				
CLEONID.	Cleonides	 II d. C. 	 	 musicus 	 	 	 	 	 				
	 	 	 	 	Harm 	Introductio harmonica 	 	 	 				
CLEOPATRA	Cleopatra	 I a. C. 	 	 medica	 	 	 	 	 				
CLEOPHANTUS	Cleophantus	 I a. C. 	 	 medicus	 	 	 	 	 				
CLEOPHO	Cleopho	 IV a. C. 	 	 tragicus	 	 	 	 	 				
CLEOSTRATUS	Cleostratus	 VI a. C. 	 	 epicus	 	 	 	 	 				
CLIDEM.	Clidemus	 IV a. C. 	 	 historicus 	 	 	 	 	 				
CLIN.	Clinias	 IV a. C. 	 	 philosophus 	 	 	 	 	 				
CLITARCH.	Clitarchus	 	 	 gnomologus 	 	 	 	 	 				
	 	 	 	 	Sent 	Sententiae 	 	 	 				
CLITARCH. $2	Clitarchus	 IV a. C. 	 	 historicus 	 	 	 	 	 				
CLITODEMUS	Clitodemus	 	 		 	 	 	 	 				
CLITOM.	Clitomachus	 II a. C. 	 	 philosophus 	 	 	 	 	 				
CLITONYMUS	Clitonymus	 a. Plu. 	 	 historicus	 	 	 	 	 				
CLITOPHO	Clitopho	 a. Plu. 	 	 historicus	 	 	 	 	 				
CLYTUS	Clytus	 IV a. C. 	 	 historicus	 	 	 	 	 				
CANON.	Codex Canonum ecclesiasticorum	 	 	 	 	 	 	 	 				
COD. IUST.	Codex Iustinianus	 IV/VI d. C. 	 	 	 	 	 	 	 				
COD. THEOD.	Codex Theodosianus	 V d. C. 	 	 	 	 	 	 	 				
CODEX VISIONUM	Codex Visionum	 IV d. C. 	 	 (Cod. Vis. )	 	 	 	 	 				
	 	 	 	 	Abel 	Abelis uerba 	 	 	 				
	 	 	 	 	Abr 	ad Abraham 	 	 	 				
	 	 	 	 	Cain 	Cainis uerba 	 	 	 				
	 	 	 	 	Inc 	poema incertum 	 	 	 				
	 	 	 	 	Iust 	ad Iustos 	 	 	 				
	 	 	 	 	Laud 	Laudatio domini Iesu 	 	 	 				
	 	 	 	 	Pat 	ad patientes 	 	 	 				
COLL. AUELL.	Collectio Auellana	 IV/VI d. C. 	 	 	 	 	 	 	 				
COLLUTH.	Colluthus	 V/VI d. C. 	 	 epicus 	 	 	 	 	 				
COLLUTHUS	Colluthus	 VI d. C. 	 	 scriptor ecclesiasticus	 	 	 	 	 				
	 	 	 	 	Fr 	Fragmenta uaria 	 	 	 				
COLOT.	Colotes	 IV/III a. C. 	 	 epicureus 	 	 	 	 	 				
	 	 	 	 	in Euthd 	in Euthydemum Platonis 	 	 	 				
	 	 	 	 	in Ly 	in Lysin Platonis 	 	 	 				
COLUM.	Columella, L. Iunius	 I d. C. 	 	 scriptor rei rusticae latinus 	 	 	 	 	 				
COMANUS	Comanus	 II a. C. 	 	 grammaticus	 	 	 	 	 				
COMARCHUS	Comarchus	 III a. C. 	 	 historicus	 	 	 	 	 				
COMARIUS	Comarius	 	 	 alchemista	 	 	 	 	 				
COMETAS CHARTULARIUS	Cometas Chartularius	 VI d. C. 	 	 epigrammaticus	 	 	 	 	 				
COMETAS SCHOLASTICUS	Cometas Scholasticus	 VI d. C. 	 	 epigrammaticus	 	 	 	 	 				
COM. ADESP.	Comica Adespota	 	 	 	 	 	 	 	 				
	 	 	 	 	Dor 	Comica Adespota Dorica 	 	 	 				
COMMOD.	Commodianus	 III d. C. 	 	 poeta latinus christianus 	 	 	 	 	 				
	 	 	 	 	Apol 	Carmen apologeticum 	 	 	 				
	 	 	 	 	Instr 	Instructiones per litteras uersuum primas 	 	 	 				
COMPOSITIONES	Compositiones ad tingenda musiua	 	 	 	 	 	 	 	 				
CONCILIA	Concilia	 	 	 (Las cifras entre paréntesis se refieren al año en que se celebró el concilio	 Act. = Actio, actiones	 Anath. = Anathema, -ta	 Can. = Canon, -es	 Ep. = Epistula, -ae. ) (C)	 	 	 	 	 
	 	 	 	 	CAnt 	Concilium Antiochenum 	 	 	 				
	 	 	 	 	CAnt 	Concilium Antiochenum 	 	 	 				
	 	 	 	 	CBeryt 	Concilium Berytense 	 	 	 				
	 	 	 	 	CChalc 	Concilium Chalcedonense 	 	 	 				
	 	 	 	 	CCP 	Concilium Constantinopolitanum 	 	 	 				
	 	 	 	 	CCP 	Concilium Constantinopolitanum 	 	 	 				
	 	 	 	 	CCP 	Concilium Constantinopolitanum 	 	 	 				
	 	 	 	 	CCP 	Concilium Constantinopolitanum 	 	 	 				
	 	 	 	 	CEph 	Concilium Ephesinum 	 	 	 				
	 	 	 	 	CEph. Orient 	Concilium orientalium Ephesi habitum 	 	 	 				
	 	 	 	 	CEph 	Concilium Ephesinum 	 	 	 				
	 	 	 	 	CHier 	Concilium Hierosolymitanum 	 	 	 				
	 	 	 	 	CSyr 	Concilium Syrium 	 	 	 				
	 	 	 	 	CTyr 	Concilium Tyrium 	 	 	 				
	 	 	 	 	CAnc 	Can 	 	 	 				
	 	 	 	 	CAnt 	Ep 	 	 	 				
	 	 	 	 	CAnt 	Can 	 	 	 				
	 	 	 	 	CChalc 	Can 	 	 	 				
	 	 	 	 	CCarth 	Can 	 	 	 				
	 	 	 	 	CCarth 	Act 	 	 	 				
	 	 	 	 	CCP 	Can 	 	 	 				
	 	 	 	 	CCP 	Can 	 	 	 				
	 	 	 	 	CEph 	Can 	 	 	 				
	 	 	 	 	CGangr 	Ep 	 	 	 				
	 	 	 	 	CGangr 	Can 	 	 	 				
	 	 	 	 	CLaod 	Can 	 	 	 				
	 	 	 	 	CNeocaes 	Can 	 	 	 				
	 	 	 	 	CNic 	Can 	 	 	 				
	 	 	 	 	CSard 	Can 	 	 	 				
CONO	Cono	 I a. C. /	 	 historicus	 	 	 	 	 				
CONSENTIUS	Consentius	 V d. C. 	 	 grammaticus	 	 	 	 	 				
CONST. DIAC.	Constantinus	 V d. C. 	 	 diaconus 	 	 	 	 	 				
	 	 	 	 	Laud 	Laudatio omnium martyrum 	 	 	 				
CONST.	Constantinus I	 III/IV d. C. 	 	 imperator 	 	 	 	 	 				
	 	 	 	 	Ep 	Epistulae 	 	 	 				
	 	 	 	 	Or. S. C 	Oratio ad sanctorum coetum 	 	 	 				
CONST. II IMP.	Constantinus II	 IV d. C. 	 	 imperator 	 	 	 	 	 				
	 	 	 	 	Ep 	Epistula ad Alexandrinos 	 	 	 				
CONSTANTIUS ANT.	Constantius Antiochenus	 IV/V d. C. 	 	 scriptor ecclesiasticus 	 	 	 	 	 				
	 	 	 	 	Ep 	Epistulae 	 	 	 				
CONSTANTIUS IMP.	Constantius I	 IV d. C. 	 	 imperator 	 	 	 	 	 				
	 	 	 	 	Them 	Epistula ad senatum pro Themistio 	 	 	 				
CONST. APP.	Constitutiones apostolorum	 IV d. C. 	 	 	 	 	 	 	 				
CORINN.	Corinna	 V a. C. 	 	 lyrica 	 	 	 	 	 				
CORN. PA.	Cornelius	 III d. C. 	 	 papa 	 	 	 	 	 				
	 	 	 	 	Ep. Fr 	Fragmenta ex epistula ad Fabium 	 	 	 				
CORN. LONG.	Cornelius Longus	 I d. C. 	 	 epigrammaticus 	 	 	 	 	 				
CORN.	Cornutus	 I d. C. 	 	 philosophus 	 	 	 	 	 				
	 	 	 	 	Rh 	Ars rhetorica 	 	 	 				
CORP. HERM.	Corpus Hermeticum	 	 	 	 	 	 	 	 				
	 	 	 	 	Fr 	Fragmenta 	 	 	 				
	 	 	 	 	Fr. Min 	Fragmenta Minora 	 	 	 				
	 	 	 	 	ad Amm 	ad Ammonem 	 	 	 				
	 	 	 	 	Fr. Ox 	Fragmenta Oxoniensia 	 	 	 				
	 	 	 	 	Fr. Vind 	Fragmenta Vindobonensia 	 	 	 				
CORPUS PALMOMANTICUM GRAECUM	Corpus Palmomanticum Graecum		 	 	 	 	 	 	 				
			 	  	 	 	 	 	 				
COSM. IND.	Cosmas Indicopleustes	 VI d. C. 	 	 scriptor ecclesiasticus 	 	 	 	 	 				
	 	 	 	 	Top 	Topographia christiana 	 	 	 				
CRANTOR	Crantor	 IV/III a. C. 	 	 philosophus academicus	 	 	 	 	 				
CRATER.	Craterus	 IV/III a. C. 	 	 historicus 	 	 	 	 	 				
CRATES COM.	Crates	 V a. C. 	 	 comicus 	 	 	 	 	 				
CRATES	Crates	 	 	 epigrammaticus	 	 	 	 	 				
CRATES MALLOTES	Crates Mallotes	II a. C.  	 	 grammaticus (Crates Gr. )	 	 	 	 	 				
	 	 	 	 	Fr 	Fragmenta 	 	 	 				
CRATES HIST.	Crates	 I a. C. 	 	 historicus 	 	 	 	 	 				
CRATES IUN.	Crates Iunior	 V/IV a. C. ?	 	 comicus 	 	 	 	 	 				
CRATES THEB.	Crates Thebanus	 IV/III a. C. 	 	 poeta et philosophus 	 	 	 	 	 				
	 	 	 	 	Ep 	Epistulae 	 	 	 				
CRATEUAS	Crateuas	 II/I a. C. 	 	 botanicus	 	 	 	 	 				
	 	 	 	 	Fr 	Fragmenta 	 	 	 				
CRATIN.	Cratinus	 V a. C. 	 	 comicus 	 	 	 	 	 				
CRATIN. IUN.	Cratinus Iunior	 IV a. C. 	 	 comicus 	 	 	 	 	 				
CRATIPP.	Cratippus	 I a. C. 	 	 historicus 	 	 	 	 	 				
CREO	Creo	 heleníst. 	 	 historicus	 	 	 	 	 				
CREOPHYLUS	Creophylus	 V a. C. 	 	 historicus	 	 	 	 	 				
CREOPH. EP.	Creophylus Samius	 VII a. C. 	 	 epicus 	 	 	 	 	 				
CREPEREIUS CALPURNIANUS	Crepereius Calpurnianus	 II d. C. 	 	 historicus	 	 	 	 	 				
CRIN.	Crinagoras	 I a. C. /	 	 epigrammaticus 	 	 	 	 	 				
CRINIS	Crinis	 II a. C. 	 	 stoicus	 	 	 	 	 				
CRITIAS	Critias	 V a. C. 	 	 philosophus tragicus elegiacus	 	 	 	 	 				
	 	 	 	 	Eleg 	Fragmenta elegiaca 	 	 	 				
	 	 	 	 	Fr. Trag 	Fragmenta tragica 	 	 	 				
CRITO COM.	Crito	 II a. C. 	 	 comicus 	 	 	 	 	 				
CRIT. HIST.	Crito	 I/II d. C. 	 	 medicus et historicus 	 	 	 	 	 				
	 	 	 	 	Fr. Hist 	Fragmenta historica 	 	 	 				
CRITO	Crito	 III a. C. 	 	 philosophus	 	 	 	 	 				
CRITODEM.	Critodemus	 III a. C. 	 	 astrologus 	 	 	 	 	 				
CRITOL.	Critolaus	 II a. C. 	 	 philosophus 	 	 	 	 	 				
CROBYL.	Crobylus	 IV a. C. 	 	 comicus 	 	 	 	 	 				
CTES.	Ctesias	 V/IV a. C. 	 	 historicus et medicus 	 	 	 	 	 				
CTESIBIUS CHALCIDENSIS	Ctesibius Chalcidensis	 III a. C. 	 		 	 	 	 	 				
CTESICLES	Ctesicles	 III/IV d. C. 	 	 historicus	 	 	 	 	 				
CTESIPHO	Ctesipho	 a. Plu. 	 	 historicus	 	 	 	 	 				
CTESIPPUS	Ctesippus	 a. Plu. 	 	 historicus	 	 	 	 	 				
CURT.	Curtius Rufus, Quintus	 I/II d. C. 	 	 rhetor e historicus 	 	 	 	 	 				
CYDIAS	Cydias	 VI/V a. C. 	 	 lyricus	 	 	 	 	 				
CYLLEN.	Cyllenius	 I d. C. 	 	 epigrammaticus 	 	 	 	 	 				
CYPR.	Cypria	 VII a. C. 	 	 poema epicum 	 	 	 	 	 				
CYPR. $2	Cyprianus Carthaginiensis	 III d. C. 	 	 scriptor ecclesiasticus 	 	 	 	 	 				
	 	 	 	 	Ep. Sept 	Epistula septuagesima 	 	 	 				
	 	 	 	 	Fr. El 	Fragmentum de eleemosyna 	 	 	 				
	 	 	 	 	Fr. Fi 	Fragmentum ex epistula ad Fidonem 	 	 	 				
	 	 	 	 	Testim 	ad Quirinum testimoniorum libri III 	 	 	 				
	 	 	 	 	Ep 	Epistulae 	 	 	 				
CYRAN.	Cyranides	 I/II d. C. 	 	 	 	 	 	 	 				
CYRIAC.	Cyriacus	 VI d. C. 	 	 scriptor ecclesiasticus 	 	 	 	 	 				
	 	 	 	 	Laz 	Hymnus in Lazarum 	 	 	 				
CYR.	Cyrilli glossarium	 V d. C. 	 	 	 	 	 	 	 				
CYRILL.	Cyrillus	 I a. C. 	 	 epigrammaticus 	 	 	 	 	 				
CYR. AL.	Cyrillus Alexandrinus	 V d. C. 	 	 scriptor ecclesiasticus 	 	 	 	 	 				
	 	 	 	 	Apol. Orient 	XII capitum defensio aduersus orientales episcopos 	 	 	 				
	 	 	 	 	Apol. Thds 	Apologeticus ad imperatorem Theodosium 	 	 	 				
	 	 	 	 	Apol. Thdt 	Apologeticus contra Theodoretum 	 	 	 				
	 	 	 	 	Arcad 	de recta fide ad Arcadiam et Marinam 	 	 	 				
	 	 	 	 	Deip. M 	quod Maria sit deipara 	 	 	 				
	 	 	 	 	Ep 	Epistulae 	 	 	 				
	 	 	 	 	Ep. Euopt 	Epistula ad Euoptium 	 	 	 				
	 	 	 	 	Expl. 12 cap 	Explicatio XII capitum 	 	 	 				
	 	 	 	 	Hom. Diu 	Homiliae diuersae 	 	 	 				
	 	 	 	 	Inc 	de incarnatione 	 	 	 				
	 	 	 	 	Libell 	Libellus 	 	 	 				
	 	 	 	 	Nest 	contra Nestorium 	 	 	 				
	 	 	 	 	Pulch 	de recta fide ad Pulcheriam et Eudociam 	 	 	 				
	 	 	 	 	Inc 	De incarnatione 	 	 	 				
