	 	 	 	 	Edict 	Edictum 	 	 	 				
IUST. PHIL.	Iustinus Martyr	 II d. C. 	 	 	 	 	 	 	 				
	 	 	 	 	Apol 	Apologiae 	 	 	 				
	 	 	 	 	Dial 	Dialogus 	 	 	 				
	 	 	 	 	Coh. Gr 	Cohortatio ad Graecos 	 	 	 				
	 	 	 	 	Monarch 	De Monarchia 	 	 	 				
	 	 	 	 	Or. Gr 	Oratio ad Graecos 	 	 	 				
	 	 	 	 	C. Gr 	contra Graecos 	 	 	 				
	 	 	 	 	Confut 	Confutatio quorundam Aristotelis dogmatum 	 	 	 				
	 	 	 	 	Qu. Chr 	Quaestiones Christianae 	 	 	 				
	 	 	 	 	Qu. Gr 	Quaestiones Graecae 	 	 	 				
	 	 	 	 	Qu. et Resp 	Quaestiones et responsiones ad orthodoxos 	 	 	 				
	 	 	 	 	Ep. Zen. et Ser 	Epistula ad Zenam et Serenum 	 	 	 				
	 	 	 	 	Fr 	Fragmenta 	 	 	 				
	 	 	 	 	Res 	de resurrectione (fragmenta) 	 	 	 				
IUSTUS	Iustus	 I d. C. 	 	 historicus	 	 	 	 	 				
IUU.	Iuuenalis, D. Iunius	 I/II d. C. 	 	 poeta latinus 	 	 	 	 	 				
	 	 	 	 	 Sch 	 Scholia 	 	 	 				
			 	 	 	 	 	 	 				
LACO	Laco	 	 	 epigrammaticus	 	 	 	 	 				
LACT.	Lactantius	 IV d. C. 	 	 rhetor Africanus 	 	 	 	 	 				
	 	 	 	 	Epit 	Epitome diuinarum institutionum 	 	 	 				
	 	 	 	 	Inst 	Diuinae institutiones 	 	 	 				
LAC. PL.	Lactantius Placidus	 VI d. C. ?	 	 grammaticus 	 	 	 	 	 				
	 	 	 	 	Stat. Theb 	Commentarius in Statii Thebaida 	 	 	 				
LAETUS	Laetus	 II a. C. 	 	 historicus	 	 	 	 	 				
LAEU.	Laeuius	 II/I a. C. 	 	 poeta latinus 	 	 	 	 	 				
LAMPRID.	Lampridius, Aelius	 IV d. C. 	 	 historicus 	 	 	 	 	 				
	 	 	 	 	Comm 	Commodus Antoninus 	 	 	 				
	 	 	 	 	Diad 	Diadumenos Antoninus 	 	 	 				
	 	 	 	 	Heliog 	Heliogabalus 	 	 	 				
	 	 	 	 	Seuer 	Alexander Seuerus 	 	 	 				
LAMPROCL.	Lamprocles	 V a. C. 	 	 lyricus 	 	 	 	 	 				
LAMYN. LYR.	Lamynthius	 V a. C. ?	 	 lyricus 	 	 	 	 	 				
LAO	Lao	 III a. C. 	 	 comicus	 	 	 	 	 				
LAP. NAUT.	Lapidarium Nauticum	 	 	 	 	 	 	 	 				
LASUS	Lasus	 VI a. C. 	 	 lyricus	 	 	 	 	 				
LATERCULI ALEXANDRINI	Laterculi Alexandrini	 	 	 (Laterc. Alex. )	 	 	 	 	 				
LAUD. AGRIPP.	Laudatio funebris Agrippae	 I a. C. 	 	 	 	 	 	 	 				
LEANDR(I)US	Leandr(i)us	 IV a. C. 	 	 historicus	 	 	 	 	 				
LEO I IMP.	Leo I	 V d. C. 	 	 imperator 	 	 	 	 	 				
	 	 	 	 	Ep 	Epistula 	 	 	 				
LEO MAG.	Leo I	 V d. C. 	 	 papa 	 	 	 	 	 				
	 	 	 	 	Ep 	Epistulae 	 	 	 				
	 	 	 	 	Ep 	Epistula 	 	 	 				
LEO AL.	Leo Alabandeus	 II a. C. /	 	 historicus 	 	 	 	 	 				
LEO BYZ.	Leo Byzantinus	 heleníst. 	 	 historicus 	 	 	 	 	 				
LEO PHIL.	Leo Philosophus	 IX/X d. C. 	 	 epigrammaticus 	 	 	 	 	 				
LEON.	Leonidas	 IV/III a. C. 	 	 epigrammaticus 	 	 	 	 	 				
LEON. HIST.	Leonidas	 	 	 historicus 	 	 	 	 	 				
LEONID.	Leonidas	 I/II d. C. 	 	 medicus 	 	 	 	 	 				
LEON. ALEX.	Leonidas Alexandrinus	 I d. C. 	 	 epigrammaticus 	 	 	 	 	 				
LEONT.	Leontius	 VI d. C. 	 	 epigrammaticus 	 	 	 	 	 				
LEONT. $2	Leontius	 VII d. C. 	 	 mathematicus 	 	 	 	 	 				
	 	 	 	 	in Arat 	in Aratum 	 	 	 				
LEONT. BYZ.	Leontius Byzantinus	 VI d. C. 	 	 scriptor ecclesiasticus 	 	 	 	 	 				
LEONT. CONST.	Leontius Constatinopolitanus	 VI d. C. 	 	 scriptor ecclesiasticus 	 	 	 	 	 				
	 	 	 	 	Hom 	Homiliae 	 	 	 				
LEONT. H.	Leontius Hierosolymitanus	 VI d. C. 	 	 scriptor ecclesiasticus 	 	 	 	 	 				
	 	 	 	 	Monoph 	Contra monophysitas 	 	 	 				
	 	 	 	 	Nest 	aduersus nestorianos 	 	 	 				
LEONTIUS ET IOHANNES	Leontius et Iohannes	 	 	 scriptores ecclesiastici	 	 	 	 	 				
	 	 	 	 	Sacr 	Rerum sacrarum liber 	 	 	 				
LEONT. MON.	Leontius Monachus	 VI d. C. 	 	 scriptor ecclesiasticus 	 	 	 	 	 				
	 	 	 	 	Nat 	Encomium in natale sancti Iohannis prophetae 	 	 	 				
LEPIDUS	Lepidus	 	 	 historicus	 	 	 	 	 				
LESB. GRAMM.	Lesbonax	 I d. C. 	 	 grammaticus 	 	 	 	 	 				
LESB. RH.	Lesbonax	 II d. C. 	 	 rhetor 	 	 	 	 	 				
LEUCIPP.	Leucippus	 V a. C. 	 	 philosophus 	 	 	 	 	 				
LEUCO	Leuco	 V a. C. 	 	 comicus	 	 	 	 	 				
LEX M. VIP.	Lex Metalli Vipascensis	 I a. C. 	 	 	 	 	 	 	 				
LEX. GR. NAZ.	Lexica in S. Gregorii Nazianzeni Carmina	 	 	 	 	 	 	 	 				
	 	 	 	 	Cas 	Lexicon Casinense 	 	 	 				
	 	 	 	 	Vers 	Lexicon ordine uersuum 	 	 	 				
	 	 	 	 	Lexicon ordine alphabetico 	Lexicon ordine alphabetico 	 	 	 				
LEXICA SYNTACTICA GRAECA	Lexica Syntactica Graeca		 		 	 	 	 	 				
LEX. A.	Lexicon	 	 	 	 	 	 	 	 				
LEXICON AMBROSIANUM UOCABULORUM PLURA SIGNIFICANTIUM	Lexicon Ambrosianum uocabulorum plura significantium	VIII/IX d. C. 	 	 (Lex. Ambr. )	 	 	 	 	 				
LEX. AN. OX.	Lexicon Anonymi Oxoniensis in orationes Gregorii Naziazeni	 XI d. C. 	 	 	 	 	 	 	 				
LEX. HEROD.	Lexicon Herodoteum	 	 	 	 	 	 	 	 				
LEX. MESS.	Lexicon Messanense	 XIII d. C. 	 	 	 	 	 	 	 				
LEX. PATM.	Lexicon Patmense	 	 	 	 	 	 	 	 				
LEX. THT.	Lexicon quod Theaeteti uocatur	 	 	 	 	 	 	 	 				
LEXICON QUOD UOCATUR ANTIATTICISTA	Lexicon quod uocatur Antiatticista		 		 	 	 	 	 				
LEXICON QUOD UOCATUR 	"Lexicon quod uocatur <FONT FACE=""SPIonic"">Sunagwgh\ le/cewn xrhsi/mwn</FONT>"	VIII/IX d. C.  	 	 (Syn. Lex. )	 	 	 	 	 				
	 	 	 	 	Syn. Lex 	uersio antiqua 	 	 	 				
	 	 	 	 	Syn. Lex 	uersio codicis B 	 	 	 				
LEX. RHET.	Lexicon Rhetoricum	 	 	 	 	 	 	 	 				
LEX. RHET. CANT.	Lexicon Rhetoricum Cantabrigiense	 II d. C. 	 	 	 	 	 	 	 				
LEX. SABB.	Lexicon Sabbaiticum	 XIV d. C. 	 	 	 	 	 	 	 				
LEX. SEG.	Lexicon Seguerianum	 XI d. C. 	 	 	 	 	 	 	 				
LEX. BARBER.	Lexicon Synonymicum Barberinianum	 	 	 	 	 	 	 	 				
LEX. DE SPIR.	Lexicon de Spiritibus	 	 	 	 	 	 	 	 				
LEX. VIND.	Lexicon Vindobonense	 XIV d. C. 	 	 	 	 	 	 	 				
LEX. PAR. GR.	Lexique de botanique. Parisinus Graecus 1419	 	 	 	 	 	 	 	 				
LIB.	Libanius	 IV d. C. 	 	 sophista 	 	 	 	 	 				
	 	 	 	 	Arg. D 	Argumenta orationum Demosthenicarum 	 	 	 				
	 	 	 	 	Chr 	Chriae 	 	 	 				
	 	 	 	 	Comp 	Comparationes 	 	 	 				
	 	 	 	 	Conf 	Confirmationes 	 	 	 				
	 	 	 	 	Decl 	Declamationes 	 	 	 				
	 	 	 	 	Def. Leg 	Defensio legis 	 	 	 				
	 	 	 	 	Descr 	Descriptiones 	 	 	 				
	 	 	 	 	Enc 	Encomia 	 	 	 				
	 	 	 	 	Ep 	Epistulae 	 	 	 				
	 	 	 	 	Ep. Basil 	Epistulae ad Basilium 	 	 	 				
	 	 	 	 	Eth 	Ethopoeiae 	 	 	 				
	 	 	 	 	Fab 	Fabulae 	 	 	 				
	 	 	 	 	Loc 	Loci communes 	 	 	 				
	 	 	 	 	Narr 	Narrationes 	 	 	 				
	 	 	 	 	Or 	Orationes 	 	 	 				
	 	 	 	 	Ref 	Refutationes 	 	 	 				
	 	 	 	 	Sent 	Sententiae 	 	 	 				
	 	 	 	 	Thes 	Theses 	 	 	 				
	 	 	 	 	Vit 	Vituperationes 	 	 	 				
	 	 	 	 	Sch 	 Scholia 	 	 	 				
LIBER DUB. NOM.	Liber de dubiis nominibus	 IX d. C. 	 	 	 	 	 	 	 				
LIBER ELD.	Liber Eldad et Modad	 	 	 	 	 	 	 	 				
LIBER IANN.	Liber Iannes et Iambre	 	 	 	 	 	 	 	 				
LIBER IUBIL.	Liber Iubilaeorum	 	 	 	 	 	 	 	 				
LIBER.	Liberius	 IV d. C. 	 	 papa 	 	 	 	 	 				
	 	 	 	 	Ep. Ath 	Epistula ad Athanasium 	 	 	 				
	 	 	 	 	Ep. Maced 	Epistula ad Macedonianos 	 	 	 				
LICIN.	Licinia Eudoxia Augusta	 V d. C. 	 	 imperatrix 	 	 	 	 	 				
	 	 	 	 	Ep 	Epistula ad Theodosium 	 	 	 				
LICYMN.	Licymnius	 V a. C. 	 	 rhetor et lyricus 	 	 	 	 	 				
LIMEN.	Limenius	 II a. C. 	 	 lyricus 	 	 	 	 	 				
LINUS	Linus	 	 	 epicus	 	 	 	 	 				
LIU.	Liuius, Titus	 I a. C. /	 	 historicus latinus 	 	 	 	 	 				
	 	 	 	 	Fr 	Fragmenta 	 	 	 				
	 	 	 	 	Per 	Periochae 	 	 	 				
LIU. ANDR.	Liuius Andronicus	 III a. C. 	 	 epicus latinus 	 	 	 	 	 				
	 	 	 	 	Carm 	Carminum epicorum fragmenta 	 	 	 				
LOBO ARGIUUS	Lobo Argiuus	 III a. C. ?	 	 poeta	 	 	 	 	 				
LOGIA IESU	Logia Iesu	 	 		 	 	 	 	 				
LOLLIAN.	Lollianus	 II d. C. 	 	 scriptor eroticus 	 	 	 	 	 				
LOLLIAN. EPH.	Lollianus Ephesius	 II d. C. 	 	 sophista 	 	 	 	 	 				
LOLL.	Lollius Bassus	 I d. C. 	 	 epigrammaticus 	 	 	 	 	 				
LONGIN.	Longinus	 I d. C. ?	 	 rhetor 	 	 	 	 	 				
LONGIN. $2	Longinus, Cassius	 III d. C. 	 	 rhetor et philosophus 	 	 	 	 	 				
	 	 	 	 	Fr 	Fragmenta 	 	 	 				
	 	 	 	 	Fr. Fin 	Fragmentum de argumentis finalibus 	 	 	 				
	 	 	 	 	Fr. Mem 	Fragmentum de memoria 	 	 	 				
	 	 	 	 	Rh 	Ars rhetorica 	 	 	 				
	 	 	 	 	Prol. Heph 	Prolegomena ad Hephaestionis Enchiridion 	 	 	 				
LONGUS	Longus	 II d. C. 	 	 scriptor eroticus	 	 	 	 	 				
LUCAN.	Lucanus, M. Annaeus	 I d. C. 	 	 poeta latinus 	 	 	 	 	 				
LUC.	Lucianus	 III/IV d. C. 	 	 interpres Veteris Testamenti 	 	 	 	 	 				
LUC. $2	Lucianus	 II d. C. 	 	 sophista 	 	 	 	 	 				
	 	 	 	 	Abd 	Abdicatus 	 	 	 				
	 	 	 	 	Alex 	Alexander 	 	 	 				
	 	 	 	 	Am 	Amores 	 	 	 				
	 	 	 	 	Anach 	Anacharsis 	 	 	 				
	 	 	 	 	Apol 	Apologia 	 	 	 				
	 	 	 	 	Asin 	Asinus 	 	 	 				
	 	 	 	 	Astr 	de astrologia 	 	 	 				
	 	 	 	 	Bacch 	Bacchus 	 	 	 				
	 	 	 	 	Bis Acc 	Bis accusatus 	 	 	 				
	 	 	 	 	Cal 	Calumniae non temere credendum 	 	 	 				
	 	 	 	 	Cat 	Cataplus 	 	 	 				
	 	 	 	 	Charid 	Charidemus 	 	 	 				
	 	 	 	 	Cont 	Contemplantes 	 	 	 				
	 	 	 	 	Cyn 	Cynicus 	 	 	 				
	 	 	 	 	DDeor 	Dialogi deorum 	 	 	 				
	 	 	 	 	DIud 	Dearum iudicium 	 	 	 				
	 	 	 	 	DMar 	Dialogi marini 	 	 	 				
	 	 	 	 	DMeretr 	Dialogi meretricii 	 	 	 				
	 	 	 	 	DMort 	Dialogi mortuorum 	 	 	 				
	 	 	 	 	Dem. Enc 	Demosthenis encomium 	 	 	 				
	 	 	 	 	Demon 	Demonax 	 	 	 				
	 	 	 	 	Deor. Con 	Deorum Concilium 	 	 	 				
	 	 	 	 	Dips 	Dipsades 	 	 	 				
	 	 	 	 	Dom 	de domo 	 	 	 				
	 	 	 	 	Electr 	Electrum 	 	 	 				
	 	 	 	 	Eun 	Eunuchus 	 	 	 				
	 	 	 	 	Fug 	Fugitiui 	 	 	 				
	 	 	 	 	Gall 	Gallus 	 	 	 				
	 	 	 	 	Halc 	Halcyon 	 	 	 				
	 	 	 	 	Harm 	Harmonides 	 	 	 				
	 	 	 	 	Herc 	Hercules 	 	 	 				
	 	 	 	 	Herm 	Hermotimus 	 	 	 				
	 	 	 	 	Herod 	Herodotus 	 	 	 				
	 	 	 	 	Hes 	Hesiodus 	 	 	 				
	 	 	 	 	Hipp 	Hippias 	 	 	 				
	 	 	 	 	Hist. Cons 	Quomodo historia conscribenda sit 	 	 	 				
	 	 	 	 	Icar 	Icaromenippus 	 	 	 				
	 	 	 	 	Im 	Imagines 	 	 	 				
	 	 	 	 	Ind 	aduersus indoctum 	 	 	 				
	 	 	 	 	IConf 	Iuppiter confutatus 	 	 	 				
	 	 	 	 	ITr 	Iuppiter tragoedus 	 	 	 				
	 	 	 	 	Iud. Voc 	Iudicium uocalium 	 	 	 				
	 	 	 	 	Laps 	pro lapsu inter salutandum 	 	 	 				
	 	 	 	 	Lex 	Lexiphanes 	 	 	 				
	 	 	 	 	Luct 	de luctu 	 	 	 				
	 	 	 	 	Macr 	Macrobii 	 	 	 				
	 	 	 	 	Merc. Cond 	de mercede conductis 	 	 	 				
	 	 	 	 	Musc. Enc 	Muscae encomium 	 	 	 				
	 	 	 	 	Nau 	Nauigium 	 	 	 				
	 	 	 	 	Nec 	Necyomantia 	 	 	 				
	 	 	 	 	Ner 	Nero 	 	 	 				
	 	 	 	 	Nigr 	Nigrinus 	 	 	 				
	 	 	 	 	Ocyp 	Ocypus 	 	 	 				
	 	 	 	 	Par 	de parasito 	 	 	 				
	 	 	 	 	Patr. Enc 	Patriae encomium 	 	 	 				
	 	 	 	 	Peregr 	de morte Peregrini 	 	 	 				
	 	 	 	 	Phal 	Phalaris 	 	 	 				
	 	 	 	 	Philopatr 	Philopatris 	 	 	 				
	 	 	 	 	Philops 	Philopseudes 	 	 	 				
	 	 	 	 	Pisc 	Piscator 	 	 	 				
	 	 	 	 	Pr. Im 	pro imaginibus 	 	 	 				
	 	 	 	 	Pr. Merc. Cond 	pro mercede conductis 	 	 	 				
	 	 	 	 	Prom 	Prometheus 	 	 	 				
	 	 	 	 	Prom. Es 	Prometheus es in uerbis 	 	 	 				
	 	 	 	 	Pseudol 	Pseudologista 	 	 	 				
	 	 	 	 	Rh. Pr 	Rhetorum praeceptor 	 	 	 				
	 	 	 	 	Sacr 	de sacrificiis 	 	 	 				
	 	 	 	 	Salt 	de Saltatione 	 	 	 				
	 	 	 	 	Sat 	Saturnalia 	 	 	 				
	 	 	 	 	Scyth 	Scytha 	 	 	 				
	 	 	 	 	Sol 	Soloecista 	 	 	 				
	 	 	 	 	Somn 	Somnium siue uita Luciani 	 	 	 				
	 	 	 	 	Symp 	Symposium siue Lapithae 	 	 	 				
	 	 	 	 	Syr. D 	de Syria Dea 	 	 	 				
	 	 	 	 	Tim 	Timo 	 	 	 				
	 	 	 	 	Tox 	Toxaris 	 	 	 				
	 	 	 	 	Trag 	Tragodopodagra 	 	 	 				
	 	 	 	 	Tyr 	Tyrannicida 	 	 	 				
	 	 	 	 	VH 	Verae Historiae 	 	 	 				
	 	 	 	 	Vit. Auct 	Vitarum auctio 	 	 	 				
	 	 	 	 	Zeux 	Zeuxis 	 	 	 				
	 	 	 	 	 Sch 	 Scholia 	 	 	 				
LUCIL.	Lucilius, Gaius	 II a. C. 	 	 poeta latinus 	 	 	 	 	 				
LUCILL.	Lucillius	 I d. C. ?	 	 epigrammaticus 	 	 	 	 	 				
LUC. AL.	Lucius Alexandrinus	 IV d. C. 	 	 scriptor ecclesiasticus 	 	 	 	 	 				
	 	 	 	 	Fr. Pasch 	Fragmentum sermonis in Pascha 	 	 	 				
LUCIUS SEPTIMIUS	Lucius Septimius	 IV d. C. ?	 		 	 	 	 	 				
LUCR.	Lucretius	 I a. C. 	 	 rerum naturalium scriptor 	 	 	 	 	 				
LYCEAS ARGIUUS	Lyceas Argiuus	 heleníst. 	 	 historicus	 	 	 	 	 				
LYCEAS NAUC.	Lyceas Naucratites	 IV a. C. 	 	 historicus 	 	 	 	 	 				
LYCO	Lyco	 IV a. C. 	 	 pythagoricus	 	 	 	 	 				
LYCO	Lyco	 IV/III a. C. 	 	 philosophus	 	 	 	 	 				
LYC.	Lycophro	 III a. C. 	 	 sophista 	 	 	 	 	 				
LYC. $2	Lycophro	 IV a. C. 	 	 tragicus 	 	 	 	 	 				
	 	 	 	 	Com 	de comoedia fragmenta 	 	 	 				
	 	 	 	 	Fr 	Fragmenta tragica 	 	 	 				
	 	 	 	 	  Sch 	 Scholia uetera 	 	 	 				
	 	 	 	 	Par 	 Paraphrases (Par 	 	 	 				
LYCOPHRONID.	Lycophronides	 IV a. C. 	 	 lyricus 	 	 	 	 	 				
LYCURG.	Lycurgus	 IV a. C. 	 	 orator 	 	 	 	 	 				
	 	 	 	 	Fr 	Fragmenta 	 	 	 				
LYCUS	Lycus	 	 	 pythagoricus	 	 	 	 	 				
LYC. HIST.	Lycus	 heleníst. 	 	 historicus 	 	 	 	 	 				
LYC. MAC.	Lycus Macedonius	 II d. C. 	 	 medicus 	 	 	 	 	 				
LYC. MED.	Lycus Neapolitanus	 I a. C. 	 	 medicus 	 	 	 	 	 				
LYC. RHEG.	Lycus Rheginus	 IV/III a. C. 	 	 historicus 	 	 	 	 	 				
LYD.	Lydus, Iohannes Laurentius	 VI d. C. 	 	 historicus 	 	 	 	 	 				
	 	 	 	 	Mag 	de magistratibus 	 	 	 				
	 	 	 	 	Mens 	de mensibus 	 	 	 				
	 	 	 	 	Ost 	de ostentis 	 	 	 				
LYNC.	Lynceus	 IV/III a. C. 	 	 comicus 	 	 	 	 	 				
LYR. ADESP.	Lyrica adespota	 	 	 	 	 	 	 	 				
LYR. ALEX. ADESP.	Lyrica Alexandrina adespota	 	 	 	 	 	 	 	 				
LYR. ELEG. ADESP.	Lyrica elegiaca adespota	 	 	 	 	 	 	 	 				
LYR. IAMB. ADESP.	Lyrica iambica adespota	 	 	 	 	 	 	 	 				
LYSANIAS	Lysanias	 I a. C. 	 	 historicus	 	 	 	 	 				
LYS.	Lysias	 V/IV a. C. 	 	 orator 	 	 	 	 	 				
	 	 	 	 	Fr 	Fragmenta 	 	 	 				
	 	 	 	 	Fr. A 	Fragmenta aparasema 	 	 	 				
	 	 	 	 	Fr. Ep 	Fragmenta epistolarum 	 	 	 				
LYSIMACHID.	Lysimachides	 	 	 historicus 	 	 	 	 	 				
LYSIM.	Lysimachus	 I a. C. /	 	 historicus 	 	 	 	 	 				
	 	 	 	 	Aegypt 	Aegyptiaca 	 	 	 				
LYSIM. $2	Lysimachus Alexandrinus	 III/II a. C. 	 	 historicus 	 	 	 	 	 				
LYSIPP.	Lysippus	 V a. C. 	 	 comicus 	 	 	 	 	 				
LYSIS	Lysis	 	 	 philosophus	 	 	 	 	 				
LYSISTRATUS ATHENIENSIS	Lysistratus Atheniensis	 V a. C. 	 	 epigrammaticus	 	 	 	 	 				
MACAREUS	Macareus	 III a. C. 	 	 historicus	 	 	 	 	 				
MACAR.	Macarius	 XV d. C. 	 	 paroemiographus 	 	 	 	 	 				
MACARIUS AEGYPTIUS	Macarius Aegyptius	 IV d. C. 	 	 scriptor ecclesiasticus (Mac. Aeg. )	 	 	 	 	 				
	 	 	 	 	Ep. magn 	Epistula Magna 	 	 	 				
	 	 	 	 	Op 	Opera uaria false Ephraemi adscripta 	 	 	 				
MAC. AL.	Macarius Alexandrinus	 IV d. C. 	 	 scriptor ecclesiasticus 	 	 	 	 	 				
	 	 	 	 	Serm 	Sermo de animae exitu 	 	 	 				
	 	 	 	 	Apocr 	Apocriticus ad Graecos 	 	 	 				
	 	 	 	 	Fr 	Fragmenta 	 	 	 				
MACED.	Macedonicus Amphipolites	 I a. C. ?	 	 lyricus 	 	 	 	 	 				
MACED. $2	Macedonius Thessalonicensis I	 I a. C. 	 	 epigrammaticus 	 	 	 	 	 				
MACEDON.	Macedonius Thessalonicensis II	 VI d. C. 	 	 epigrammaticus 	 	 	 	 	 				
MACHO	Macho	 III a. C. 	 	 comicus	 	 	 	 	 				
MACR.	Macrobius	 IV/V d. C. 	 	 grammaticus 	 	 	 	 	 				
	 	 	 	 	Comm 	Commentarii ad Somnium Scipionis 	 	 	 				
	 	 	 	 	Sat 	Saturnalia 	 	 	 				
	 	 	 	 	Exc 	Excerpta 	 	 	 				
MAEANDRIUS	Maeandrius	 a. Call. 	 	 historicus	 	 	 	 	 				
MAEC.	Maecius	 I a. C. 	 	 epigrammaticus 	 	 	 	 	 				
MAGN.	Magnes	 V d. C. 	 	 comicus 	 	 	 	 	 				
MAGNUS	Magnus	 IV d. C. 	 	 epigrammaticus	 	 	 	 	 				
MAGNUS HIST.	Magnus	 IV d. C. 	 	 historicus 	 	 	 	 	 				
MAIIST.	Maiistas	 III a. C. 	 	 hymnologus 	 	 	 	 	 				
MALACUS	Malacus	 	 	 historicus	 	 	 	 	 				
MALCH.	Malchio Antiochenus	 III d. C. 	 	 scriptor ecclesiasticus 	 	 	 	 	 				
	 	 	 	 	Ep 	Fragmentum epistulae 	 	 	 				
	 	 	 	 	Fr 	Fragmenta 	 	 	 				
MALCH. $2	Malchus Philadelphensis	 V/VI d. C. 	 	 historicus 	 	 	 	 	 				
MAMERC.	Mamercus	 IV a. C. 	 	 elegiacus 	 	 	 	 	 				
MANES	Manes	 III d. C. 	 	 haeresiarca	 	 	 	 	 				
	 	 	 	 	Ep. Add 	Fragmentum epistulae ad Addam 	 	 	 				
	 	 	 	 	Ep. Scyth 	Fragmentum epistulae ad Scythianum 	 	 	 				
	 	 	 	 	Ep. Cond 	Fragmentum epistulae ad Condarum 	 	 	 				
	 	 	 	 	Ep. Zeb 	Fragmentum epistulae ad Zebinam 	 	 	 				
MAN.	Manetho	 IV d. C. 	 	 astrologus 	 	 	 	 	 				
	 	 	 	 	Hyp 	Hypotheses 	 	 	 				
MAN. HIST.	Manetho	 III a. C. 	 	 historicus 	 	 	 	 	 				
MANIL.	Manilius, M.	 I d. C. 	 	 poeta latinus 	 	 	 	 	 				
MANTISS. PROU.	Mantissa prouerbiorum	 	 	 	 	 	 	 	 				
MARCELLIN.	Marcellinus	 IV d. C. 	 	 biographus 	 	 	 	 	 				
	 	 	 	 	Vit. Thuc 	Vita Thucydidis 	 	 	 				
MARCELLIN. $2	Marcellinus	 II d. C. 	 	 medicus 	 	 	 	 	 				
	 	 	 	 	Puls 	de pulsibus 	 	 	 				
MARC. HIST.	Marcellus	 imper. 	 	 historicus 	 	 	 	 	 				
MARCELLUS ANCYRANUS	Marcellus Ancyranus	IV d. C. 	 	 scriptor ecclesiasticus	 	 	 	 	 				
	 	 	 	 	Ep 	Epistula al Iulium papam 	 	 	 				
	 	 	 	 	Fr 	Fragmenta 	 	 	 				
MARCELL. EMP.	Marcellus Empiricus	 IV/V d. C. 	 	 medicus latinus 	 	 	 	 	 				
MARC. SID.	Marcellus Sidetes	 II d. C. 	 	 poeta medicus 	 	 	 	 	 				
MARCIAN.	Marcianus	 III/V d. C. 	 	 geographus 	 	 	 	 	 				
	 	 	 	 	Epit 	Artemidori epitome 	 	 	 				
	 	 	 	 	Peripl 	Periplus Maris Exteri 	 	 	 				
	 	 	 	 	Proëm 	Proëmium Peripli Menippei 	 	 	 				
	 	 	 	 	Epit. Menipp 	Peripli Menippei epitome 	 	 	 				
MARCIAN. IMP.	Marcianus	 V d. C. 	 	 imperator 	 	 	 	 	 				
	 	 	 	 	Adloc 	Adlocutio ad synodum Chalcedonensem 	 	 	 				
	 	 	 	 	Const. Chalc 	Constitutio de confirmatione gestorum Chalcedonensis synodi 	 	 	 				
	 	 	 	 	Const. Eut 	Constitutio de Eutyche 	 	 	 				
	 	 	 	 	Const. Flau 	Constitutio de Flauiano 	 	 	 				
	 	 	 	 	Decr 	Decretum 	 	 	 				
	 	 	 	 	Edict 	Edictum 	 	 	 				
	 	 	 	 	Ep. Al 	Epistula ad monachos Alexandrinos 	 	 	 				
	 	 	 	 	Ep. Chalc 	Epistula ad synodum Chalcedonensem 	 	 	 				
	 	 	 	 	Ep. Episc 	Epistula ad episcopos omnes 	 	 	 				
	 	 	 	 	Ep. Hier 	Epistula ad archimandritas Hierosolymitanos 	 	 	 				
	 	 	 	 	Ep. Leo 	Epistula ad Leonem 	 	 	 				
	 	 	 	 	Ep. Mac 	Epistula ad Macarium 	 	 	 				
	 	 	 	 	Ep. Nic 	Epistulae ad synodum Nicaenam 	 	 	 				
	 	 	 	 	Ep. Pal 	Epistula ad Synodum Palestinam 	 	 	 				
MARC. DIAC.	Marcus	 V d. C. 	 	 diaconus 	 	 	 	 	 				
	 	 	 	 	V. Porph 	Vita Porphyrii episcopi Gazae 	 	 	 				
MARC. ER.	Marcus	 V d. C. 	 	 eremita 	 	 	 	 	 				
	 	 	 	 	Nest 	aduersus Nestorianos 	 	 	 				
	 	 	 	 	Bapt 	de baptismo (Opusc. 4) 	 	 	 				
	 	 	 	 	Causid 	Disputatio cum quodam causidico (Opusc. 7) 	 	 	 				
	 	 	 	 	Consult 	Consultatio intellectu cum sua ipsius anima (Opusc. 8) 	 	 	 				
	 	 	 	 	Iei 	de ieiunio (Opusc. 9) 	 	 	 				
	 	 	 	 	Inc 	de incarnatione siue aduersus Nestorianos (Opusc. 11) 	 	 	 				
	 	 	 	 	Iustif 	de his qui putant se ex operibus iustificari (Opusc. 2) 	 	 	 				
	 	 	 	 	Leg 	de lege spirituali (Opusc. 1) 	 	 	 				
	 	 	 	 	Melch 	de Melchisedech (Opusc. 10) 	 	 	 				
	 	 	 	 	Nic 	ad Nicolaum praecepta animae salutaria (Opusc. 5) 	 	 	 				
	 	 	 	 	Paen 	de paenitentia (Opusc. 3) 	 	 	 				
	 	 	 	 	Temp 	Capitula de temperantia (Opusc. 6) 	 	 	 				
	 	 	 	 	Fr 	Fragmentum 	 	 	 				
MARC. ARG.	Marcus Argentarius	 I a. C. 	 	 epigrammaticus 	 	 	 	 	 				
M. ANT.	Marcus Aurelius Antoninus	 II d. C. 	 	 imperator 	 	 	 	 	 				
	 	 	 	 	Ep. Eux 	Epistula ad Euxenianum 	 	 	 				
	 	 	 	 	Ep. Sen 	Epistula ad senatum 	 	 	 				
